Target Country,Country,Population,Total Covid Cases,Total Covid Deaths,Covid Cases per Pop. 1000,Covid Deaths per Pop. 1000,Itself
Costa Rica,Costa Rica,5047561.0,82142.0,1004.0,16.273602240765392,0.19890794781875842,True
Costa Rica,Nicaragua,6545502.0,5264.0,153.0,0.8042163916533828,0.02337483053247864,False
Costa Rica,Panama,4246439.0,116602.0,2440.0,27.458771926312846,0.5745990934992826,False
Cote d'Ivoire,Burkina Faso,20321378.0,2197.0,59.0,0.10811274707847077,0.0029033464167636663,False
Cote d'Ivoire,Cote d'Ivoire,25716544.0,19903.0,120.0,0.7739375866368359,0.004666256865619269,True
Cote d'Ivoire,Ghana,30417856.0,46829.0,303.0,1.5395233641713606,0.00996125433692631,False
Cote d'Ivoire,Guinea,12771246.0,10863.0,68.0,0.8505826291342286,0.005324460902248692,False
Cote d'Ivoire,Liberia,4937374.0,1354.0,82.0,0.27423484629683714,0.01660801875652928,False
Cote d'Ivoire,Mali,19658031.0,3195.0,131.0,0.1625289938753276,0.006663943097861632,False
Croatia,Bosnia and Herzegovina,3301000.0,28710.0,903.0,8.697364435019692,0.2735534686458649,False
Croatia,Croatia,4067500.0,18084.0,304.0,4.445974185617701,0.07473878303626305,True
Croatia,Hungary,9769949.0,33114.0,877.0,3.3893728616188272,0.08976505404480617,False
Croatia,Montenegro,622137.0,12584.0,188.0,20.22705609857636,0.3021842455922088,False
Croatia,Serbia,6944975.0,34072.0,757.0,4.905993182120886,0.10899967242502673,False
Croatia,Slovenia,2087946.0,6768.0,141.0,3.2414631412881367,0.06753048211016952,False
Cuba,Cuba,11333483.0,5883.0,123.0,0.5190813803664769,0.010852797855698907,True
Cyprus,Cyprus,1198575.0,1876.0,23.0,1.5651919988319463,0.01918945414346203,True
Czech Republic,Austria,8877067.0,50435.0,840.0,5.681493673529782,0.0946258488304752,False
Czech Republic,Czech Republic,10669709.0,90022.0,794.0,8.437156064893616,0.07441627508304116,True
Czech Republic,Germany,83132799.0,306086.0,9562.0,3.681892149451145,0.11502078740305616,False
Czech Republic,Poland,37970874.0,104316.0,2717.0,2.747263599989824,0.07155484490559791,False
Czech Republic,Slovak Republic,5454073.0,13812.0,55.0,2.5324193497226752,0.010084206793711782,False
Denmark,Denmark,5818553.0,30379.0,663.0,5.2210575378448905,0.11394585561049285,True
Denmark,Germany,83132799.0,306086.0,9562.0,3.681892149451145,0.11502078740305616,False
Djibouti,Djibouti,973560.0,5423.0,61.0,5.570278154402399,0.06265664160401002,True
Djibouti,Eritrea,,398.0,0.0,,,False
Djibouti,Ethiopia,112078730.0,80003.0,1238.0,0.7138107292971646,0.011045806818117943,False
Djibouti,Somalia,15442905.0,3745.0,99.0,0.24250618649794192,0.00641071093812984,False
Dominica,Dominica,71808.0,31.0,0.0,0.4317067736185383,0.0,True
Dominican Republic,Dominican Republic,10738958.0,115371.0,2149.0,10.743221083460798,0.20011252488369916,True
Dominican Republic,Haiti,11263077.0,8838.0,229.0,0.7846878788096717,0.02033192172973691,False
Ecuador,Colombia,50339443.0,869808.0,27017.0,17.2788562638645,0.5366964429860697,False
Ecuador,Ecuador,17373662.0,142056.0,11702.0,8.17651454252995,0.6735482709402313,True
Ecuador,Peru,32510453.0,832929.0,32914.0,25.620344324331622,1.0124128384184619,False
Egypt,Egypt,100388073.0,103902.0,6001.0,1.0350034311346927,0.059778017653551334,True
Egypt,Israel,9053300.0,277026.0,1797.0,30.599449924336984,0.19849115792031635,False
Egypt,Libya,6777452.0,38468.0,602.0,5.6758793717757055,0.08882394150486052,False
Egypt,Palestine,,53429.0,412.0,,,False
Egypt,Sudan,42813238.0,13653.0,836.0,0.3188966926538002,0.01952667069937574,False
El Salvador,El Salvador,6453553.0,29737.0,873.0,4.60784935058254,0.13527432098256573,True
El Salvador,Guatemala,16604026.0,94870.0,3310.0,5.713674502798297,0.19934924216572536,False
El Salvador,Honduras,9746117.0,80662.0,2447.0,8.276321739211628,0.25107435094407343,False
Equatorial Guinea,Cameroon,25876380.0,20924.0,420.0,0.8086138787573841,0.016231018403656153,False
Equatorial Guinea,Equatorial Guinea,1355986.0,5052.0,83.0,3.725702182765899,0.061210071490413624,True
Equatorial Guinea,Gabon,2172579.0,8808.0,54.0,4.054167880661647,0.024855252674356145,False
Eritrea,Djibouti,973560.0,5423.0,61.0,5.570278154402399,0.06265664160401002,False
Eritrea,Eritrea,,398.0,0.0,,,True
Eritrea,Ethiopia,112078730.0,80003.0,1238.0,0.7138107292971646,0.011045806818117943,False
Eritrea,Sudan,42813238.0,13653.0,836.0,0.3188966926538002,0.01952667069937574,False
Estonia,Estonia,1326590.0,3659.0,67.0,2.7581995944489255,0.05050543121838699,True
Estonia,Latvia,1912789.0,2194.0,39.0,1.14701621558886,0.02038907584683935,False
Estonia,Russia,144373535.0,1237504.0,21663.0,8.571543254101245,0.150048275814539,False
Ethiopia,Djibouti,973560.0,5423.0,61.0,5.570278154402399,0.06265664160401002,False
Ethiopia,Eritrea,,398.0,0.0,,,False
Ethiopia,Ethiopia,112078730.0,80003.0,1238.0,0.7138107292971646,0.011045806818117943,True
Ethiopia,Kenya,52573973.0,39586.0,743.0,0.7529581224534809,0.0141324681701343,False
Ethiopia,Somalia,15442905.0,3745.0,99.0,0.24250618649794192,0.00641071093812984,False
Ethiopia,South Sudan,,2734.0,50.0,,,False
Ethiopia,Sudan,42813238.0,13653.0,836.0,0.3188966926538002,0.01952667069937574,False
Fiji,Fiji,889953.0,32.0,2.0,0.035956955030209466,0.0022473096893880916,True
Finland,Finland,5520314.0,10929.0,346.0,1.9797786865022533,0.06267759406439562,True
Finland,Norway,5347896.0,14604.0,275.0,2.730793568162133,0.05142209197785447,False
Finland,Russia,144373535.0,1237504.0,21663.0,8.571543254101245,0.150048275814539,False
Finland,Sweden,10285453.0,96145.0,5883.0,9.347668012288812,0.5719728630328679,False
France,Andorra,77142.0,2370.0,53.0,30.722563584039822,0.6870446708667134,False
